h,beta,se,lb,ub,nobs,impulse,outcome,outcome_label,specification,gpr_test_series
10,-3.22504059787115,1.59609092268175,-5.85037654098856,-0.599704654753747,127,n_ProducerRegionRisk_EventOnset,Real_Gasoline,Gasoline price,poisson_residual_event_level_lp,World
11,-1.1682924022729,0.951790043019255,-2.73384770662942,0.397262902083621,126,n_ProducerRegionRisk_EventOnset,Real_Gasoline,Gasoline price,poisson_residual_event_level_lp,World
12,-2.14777017805063,1.51163706751621,-4.63419189118896,0.338651535087697,125,n_ProducerRegionRisk_EventOnset,Real_Gasoline,Gasoline price,poisson_residual_event_level_lp,World
0,0.146052955370997,0.185322846936223,-0.158776001569022,0.450881912311015,137,n_ProducerRegionRisk_EventOnset,inv_OECD,OECD inventory,poisson_residual_event_level_lp,World
1,0.15108817519731,0.356564528092392,-0.435408282077701,0.737584632472321,136,n_ProducerRegionRisk_EventOnset,inv_OECD,OECD inventory,poisson_residual_event_level_lp,World
2,0.151213853915506,0.378000753066489,-0.470542055756297,0.772969763587309,135,n_ProducerRegionRisk_EventOnset,inv_OECD,OECD inventory,poisson_residual_event_level_lp,World
3,0.425953793444685,0.437108697119585,-0.293026032384497,1.14493361927387,134,n_ProducerRegionRisk_EventOnset,inv_OECD,OECD inventory,poisson_residual_event_level_lp,World
4,0.231020231577917,0.540159301301887,-0.657462754300065,1.1195032174559,133,n_ProducerRegionRisk_EventOnset,inv_OECD,OECD inventory,poisson_residual_event_level_lp,World
5,0.0451526030918939,0.586379442951308,-0.91935575041635,1.00966095660014,132,n_ProducerRegionRisk_EventOnset,inv_OECD,OECD inventory,poisson_residual_event_level_lp,World
6,-0.222443586625214,0.48479581735546,-1.01986174513324,0.574974571882818,131,n_ProducerRegionRisk_EventOnset,inv_OECD,OECD inventory,poisson_residual_event_level_lp,World
7,-0.0570132318390293,0.497704988034004,-0.8756650865586,0.761638622880541,130,n_ProducerRegionRisk_EventOnset,inv_OECD,OECD inventory,poisson_residual_event_level_lp,World
8,0.0218423005315176,0.504110633646335,-0.807345903606461,0.851030504669496,129,n_ProducerRegionRisk_EventOnset,inv_OECD,OECD inventory,poisson_residual_event_level_lp,World
9,-0.195185001834975,0.415778022064765,-0.879078989434913,0.488708985764963,128,n_ProducerRegionRisk_EventOnset,inv_OECD,OECD inventory,poisson_residual_event_level_lp,World
10,-0.297774924897423,0.399718866218414,-0.955253951757712,0.359704101962866,127,n_ProducerRegionRisk_EventOnset,inv_OECD,OECD inventory,poisson_residual_event_level_lp,World
11,-0.136912833512445,0.2457898833398,-0.541201214591895,0.267375547567005,126,n_ProducerRegionRisk_EventOnset,inv_OECD,OECD inventory,poisson_residual_event_level_lp,World
12,0.181921005741864,0.275262224757552,-0.270845063013327,0.634687074497055,125,n_ProducerRegionRisk_EventOnset,inv_OECD,OECD inventory,poisson_residual_event_level_lp,World
0,0.652097327395422,0.315190353646985,0.133655331019061,1.17053932377178,137,n_ProducerRegionRisk_EventOnset,inv_USA,U.S. inventory,poisson_residual_event_level_lp,World
1,0.367968278898499,0.504655788168492,-0.4621166246325,1.1980531824295,136,n_ProducerRegionRisk_EventOnset,inv_USA,U.S. inventory,poisson_residual_event_level_lp,World
2,0.442521084342922,0.539549215142595,-0.444958399103196,1.33000056778904,135,n_ProducerRegionRisk_EventOnset,inv_USA,U.S. inventory,poisson_residual_event_level_lp,World
3,0.716898254780698,0.685247971862011,-0.410234357097672,1.84403086665907,134,n_ProducerRegionRisk_EventOnset,inv_USA,U.S. inventory,poisson_residual_event_level_lp,World
4,0.443280307799954,0.833070254710384,-0.926998322165808,1.81355893776572,133,n_ProducerRegionRisk_EventOnset,inv_USA,U.S. inventory,poisson_residual_event_level_lp,World
5,0.347599028740381,0.915063819332262,-1.15754701338036,1.85274507086112,132,n_ProducerRegionRisk_EventOnset,inv_USA,U.S. inventory,poisson_residual_event_level_lp,World
6,-0.121397684782427,0.806147869782301,-1.44739293225305,1.20459756268819,131,n_ProducerRegionRisk_EventOnset,inv_USA,U.S. inventory,poisson_residual_event_level_lp,World
7,-0.176861194518576,0.945397354117511,-1.73190146134909,1.37817907231194,130,n_ProducerRegionRisk_EventOnset,inv_USA,U.S. inventory,poisson_residual_event_level_lp,World
8,-0.236217084875628,0.790876418593843,-1.5370930304701,1.06465886071885,129,n_ProducerRegionRisk_EventOnset,inv_USA,U.S. inventory,poisson_residual_event_level_lp,World
9,-0.136262851118376,0.69838938429006,-1.28501116289229,1.01248546065553,128,n_ProducerRegionRisk_EventOnset,inv_USA,U.S. inventory,poisson_residual_event_level_lp,World
10,-0.25716967590004,0.632187043259116,-1.29702482691652,0.782685475116444,127,n_ProducerRegionRisk_EventOnset,inv_USA,U.S. inventory,poisson_residual_event_level_lp,World
11,-0.455024900588949,0.479117438486158,-1.24310295701861,0.333053155840707,126,n_ProducerRegionRisk_EventOnset,inv_USA,U.S. inventory,poisson_residual_event_level_lp,World
12,0.16290698372605,0.358944421518279,-0.42750404988229,0.75331801733439,125,n_ProducerRegionRisk_EventOnset,inv_USA,U.S. inventory,poisson_residual_event_level_lp,World
0,-0.100370134355076,0.306940994173781,-0.60524314188191,0.404502873171758,137,n_ProducerRegionRisk_EventOnset,WorldCP,World crude-oil production,poisson_residual_event_level_lp,World
1,0.454921436610131,0.222026016382669,0.0897211382855108,0.820121734934752,136,n_ProducerRegionRisk_EventOnset,WorldCP,World crude-oil production,poisson_residual_event_level_lp,World
2,0.130536123246076,0.306510734241349,-0.373629169670366,0.634701416162518,135,n_ProducerRegionRisk_EventOnset,WorldCP,World crude-oil production,poisson_residual_event_level_lp,World
3,0.124038107528361,0.305434985175355,-0.378357735635191,0.626433950691914,134,n_ProducerRegionRisk_EventOnset,WorldCP,World crude-oil production,poisson_residual_event_level_lp,World
4,0.466986252531415,0.307567034757437,-0.038916500120064,0.972889005182894,133,n_ProducerRegionRisk_EventOnset,WorldCP,World crude-oil production,poisson_residual_event_level_lp,World
5,0.39290313214708,0.427084374711758,-0.309588150611857,1.09539441490602,132,n_ProducerRegionRisk_EventOnset,WorldCP,World crude-oil production,poisson_residual_event_level_lp,World
6,0.47475449692846,0.344653948765675,-0.0921508007419079,1.04165979459883,131,n_ProducerRegionRisk_EventOnset,WorldCP,World crude-oil production,poisson_residual_event_level_lp,World
7,0.323385612433513,0.267975687852396,-0.117395169665316,0.764166394532342,130,n_ProducerRegionRisk_EventOnset,WorldCP,World crude-oil production,poisson_residual_event_level_lp,World
8,0.329076948635647,0.238373561395952,-0.0630126683958235,0.721166565667117,129,n_ProducerRegionRisk_EventOnset,WorldCP,World crude-oil production,poisson_residual_event_level_lp,World
9,0.195812172941082,0.292268811649837,-0.284927241945949,0.676551587828112,128,n_ProducerRegionRisk_EventOnset,WorldCP,World crude-oil production,poisson_residual_event_level_lp,World
10,0.503936391323664,0.261523051892265,0.0737692508872545,0.934103531760074,127,n_ProducerRegionRisk_EventOnset,WorldCP,World crude-oil production,poisson_residual_event_level_lp,World
11,0.297936821498688,0.236699820157213,-0.0913997361856647,0.687273379183041,126,n_ProducerRegionRisk_EventOnset,WorldCP,World crude-oil production,poisson_residual_event_level_lp,World
12,0.155812357062871,0.296318880801562,-0.331588828757779,0.643213542883521,125,n_ProducerRegionRisk_EventOnset,WorldCP,World crude-oil production,poisson_residual_event_level_lp,World
