h,beta_gpr,se_gpr,lb_gpr,ub_gpr,beta_event,se_event,lb_event,ub_event,nobs,impulse,outcome,outcome_label,specification,gpr_test_series
0,0.173009535879041,1.13740079925551,-1.69784829407388,2.04386736583196,1.35115358738103,1.34062984673883,-0.853986278426736,3.55629345318879,140,n_OilSpecificRealizedShock_EventOnset,Real_Gasoline,Gasoline price,gpr_plus_poisson_event_residual_level_lp,World
1,-0.367184738151778,1.80950155717568,-3.34354993744654,2.60918046114298,0.639745818824525,1.88888928542,-2.46720057320834,3.74669221085739,139,n_OilSpecificRealizedShock_EventOnset,Real_Gasoline,Gasoline price,gpr_plus_poisson_event_residual_level_lp,World
2,-1.42380019932471,1.25908279936265,-3.49480710848857,0.647206709839154,0.439645895753882,1.66013828417951,-2.29103858221978,3.17033037372755,138,n_OilSpecificRealizedShock_EventOnset,Real_Gasoline,Gasoline price,gpr_plus_poisson_event_residual_level_lp,World
3,0.421277530715095,1.17390252272301,-1.50962029147333,2.35217535290352,1.96308411094848,1.77761158287614,-0.960826748456291,4.88699497035325,137,n_OilSpecificRealizedShock_EventOnset,Real_Gasoline,Gasoline price,gpr_plus_poisson_event_residual_level_lp,World
4,1.79148128227883,1.99955769300146,-1.49749844135334,5.080461005911,1.73700061078112,1.83277695807251,-1.27764921609753,4.75165043765976,136,n_OilSpecificRealizedShock_EventOnset,Real_Gasoline,Gasoline price,gpr_plus_poisson_event_residual_level_lp,World
5,3.05723288925975,2.07554768897395,-0.356739254859807,6.4712050333793,1.26251325621896,2.13827004939582,-2.25462798993146,4.77965450236937,135,n_OilSpecificRealizedShock_EventOnset,Real_Gasoline,Gasoline price,gpr_plus_poisson_event_residual_level_lp,World
6,2.68487144831054,1.62593375087334,0.0104484210037179,5.35929447561737,0.910150874348305,1.95939775154545,-2.31277162392179,4.1330733726184,134,n_OilSpecificRealizedShock_EventOnset,Real_Gasoline,Gasoline price,gpr_plus_poisson_event_residual_level_lp,World
7,2.35877103958707,1.59723602507585,-0.268448429356493,4.98599050853062,1.11605688226864,1.85134203278557,-1.92912977508641,4.16124353962369,133,n_OilSpecificRealizedShock_EventOnset,Real_Gasoline,Gasoline price,gpr_plus_poisson_event_residual_level_lp,World
8,2.40700271883731,1.84857344426168,-0.633630015642682,5.44763545331731,0.985277696561831,2.54529626954612,-3.20136210406716,5.17191749719083,132,n_OilSpecificRealizedShock_EventOnset,Real_Gasoline,Gasoline price,gpr_plus_poisson_event_residual_level_lp,World
9,2.1277449660729,2.00920116113102,-1.17709685108857,5.43258678323436,-0.505696486682534,2.88128905508931,-5.24499523924177,4.2336022658767,131,n_OilSpecificRealizedShock_EventOnset,Real_Gasoline,Gasoline price,gpr_plus_poisson_event_residual_level_lp,World
10,0.791285603231194,1.17086347762204,-1.13461343460043,2.71718464106282,-3.69627641672929,2.54852601048163,-7.88822866845016,0.495675834991586,130,n_OilSpecificRealizedShock_EventOnset,Real_Gasoline,Gasoline price,gpr_plus_poisson_event_residual_level_lp,World
11,0.680400389020139,1.36364028990245,-1.56258828768306,2.92338906572334,-1.79980188795487,2.09165060468431,-5.24026097138509,1.64065719547536,129,n_OilSpecificRealizedShock_EventOnset,Real_Gasoline,Gasoline price,gpr_plus_poisson_event_residual_level_lp,World
12,1.88726240989494,1.16769470036187,-0.0334244531672883,3.80794927295717,0.209223302414662,2.15842407208768,-3.34106836105812,3.75951496588744,128,n_OilSpecificRealizedShock_EventOnset,Real_Gasoline,Gasoline price,gpr_plus_poisson_event_residual_level_lp,World
0,0.205109063535972,0.137283739506392,-0.0207025933125791,0.430920720384522,0.303005489777187,0.187310479931819,-0.00509283250468673,0.611103812059061,140,n_OilSpecificRealizedShock_EventOnset,inv_OECD,OECD inventory,gpr_plus_poisson_event_residual_level_lp,World
1,0.05169214205304,0.226732921865845,-0.3212503268273,0.42463461093338,0.0987568291033899,0.365426003466332,-0.502315458080587,0.699829116287367,139,n_OilSpecificRealizedShock_EventOnset,inv_OECD,OECD inventory,gpr_plus_poisson_event_residual_level_lp,World
2,-0.0650971529491795,0.195758001212641,-0.387090411248563,0.256896105350204,0.102091770610019,0.281959539145836,-0.361690400007575,0.565873941227614,138,n_OilSpecificRealizedShock_EventOnset,inv_OECD,OECD inventory,gpr_plus_poisson_event_residual_level_lp,World
3,-0.399528240558167,0.209021006129087,-0.743337200598641,-0.0557192805176925,-0.10955106565563,0.293954621581691,-0.593063391123423,0.373961259812162,137,n_OilSpecificRealizedShock_EventOnset,inv_OECD,OECD inventory,gpr_plus_poisson_event_residual_level_lp,World
4,-0.575256594684947,0.246990547099151,-0.981519891903714,-0.168993297466181,-0.125552910572837,0.372507511633271,-0.738273242149491,0.487167421003817,136,n_OilSpecificRealizedShock_EventOnset,inv_OECD,OECD inventory,gpr_plus_poisson_event_residual_level_lp,World
5,-0.792756227464722,0.292851509768928,-1.27445409546636,-0.311058359463085,-0.643104821620643,0.475171149298338,-1.42469180996671,0.138482166725428,135,n_OilSpecificRealizedShock_EventOnset,inv_OECD,OECD inventory,gpr_plus_poisson_event_residual_level_lp,World
6,-0.776151464396199,0.28033011336037,-1.23725346810072,-0.315049460691677,-0.591041278574298,0.419036623581055,-1.2802951886971,0.0982126315484999,134,n_OilSpecificRealizedShock_EventOnset,inv_OECD,OECD inventory,gpr_plus_poisson_event_residual_level_lp,World
7,-0.460115900407984,0.249322655803921,-0.870215175088237,-0.0500166257277311,-0.0513217851384255,0.385736099268428,-0.685801207066212,0.583157636789361,133,n_OilSpecificRealizedShock_EventOnset,inv_OECD,OECD inventory,gpr_plus_poisson_event_residual_level_lp,World
8,-0.0851756869248372,0.254681092358994,-0.504088805407491,0.333737431557817,0.511644020390349,0.451510100009451,-0.231024005215419,1.25431204599612,132,n_OilSpecificRealizedShock_EventOnset,inv_OECD,OECD inventory,gpr_plus_poisson_event_residual_level_lp,World
9,-0.0389775827525952,0.282119182895511,-0.503022343970863,0.425067178465672,0.0850630890640704,0.4605488495646,-0.67247235653059,0.842598534658731,131,n_OilSpecificRealizedShock_EventOnset,inv_OECD,OECD inventory,gpr_plus_poisson_event_residual_level_lp,World
10,0.0274871780808077,0.269400386770307,-0.415637025200462,0.470611381362077,0.382245576269725,0.485642131920557,-0.416564645820249,1.1810557983597,130,n_OilSpecificRealizedShock_EventOnset,inv_OECD,OECD inventory,gpr_plus_poisson_event_residual_level_lp,World
11,0.303432508769055,0.221524178584438,-0.0609423398330043,0.667807357371114,0.761871375992836,0.479088791671907,-0.0261595606204988,1.54990231260617,129,n_OilSpecificRealizedShock_EventOnset,inv_OECD,OECD inventory,gpr_plus_poisson_event_residual_level_lp,World
12,0.58990827687776,0.286448237436558,0.118742854596382,1.06107369915914,1.23669692674794,0.502418898062124,0.410291380021495,2.06310247347439,128,n_OilSpecificRealizedShock_EventOnset,inv_OECD,OECD inventory,gpr_plus_poisson_event_residual_level_lp,World
0,-0.0709679412255217,0.208966121329196,-0.414686623803832,0.272750741352788,0.413844650745651,0.345171452827159,-0.15391186535721,0.981601166848512,140,n_OilSpecificRealizedShock_EventOnset,inv_USA,U.S. inventory,gpr_plus_poisson_event_residual_level_lp,World
1,0.0542469380336184,0.324750720150691,-0.479920461861348,0.588414337928585,0.153457100237872,0.593361355263487,-0.822535477060116,1.12944967753586,139,n_OilSpecificRealizedShock_EventOnset,inv_USA,U.S. inventory,gpr_plus_poisson_event_residual_level_lp,World
2,-0.282346752063024,0.322571755506295,-0.812930074059658,0.248236569933609,0.0727345341235153,0.46390929070416,-0.690328345267707,0.835797413514737,138,n_OilSpecificRealizedShock_EventOnset,inv_USA,U.S. inventory,gpr_plus_poisson_event_residual_level_lp,World
3,-0.814943307253481,0.342069642018944,-1.37759779859833,-0.25228881590863,-0.0390332398751374,0.476157864618497,-0.822243230494341,0.744176750744066,137,n_OilSpecificRealizedShock_EventOnset,inv_USA,U.S. inventory,gpr_plus_poisson_event_residual_level_lp,World
4,-0.857648759730193,0.363709555937482,-1.45589774197087,-0.259399777489516,-0.336039291970336,0.587749476989096,-1.30280115093468,0.630722566994009,136,n_OilSpecificRealizedShock_EventOnset,inv_USA,U.S. inventory,gpr_plus_poisson_event_residual_level_lp,World
5,-1.19320945694098,0.432151261756691,-1.90403502723313,-0.482383886648832,-0.841837787919944,0.669716693294865,-1.94342371991595,0.259748144076062,135,n_OilSpecificRealizedShock_EventOnset,inv_USA,U.S. inventory,gpr_plus_poisson_event_residual_level_lp,World
6,-1.3806596522804,0.41617819448411,-2.06521186493571,-0.696107439625099,-0.79446223354549,0.617600056609767,-1.8103239266655,0.22139945957452,134,n_OilSpecificRealizedShock_EventOnset,inv_USA,U.S. inventory,gpr_plus_poisson_event_residual_level_lp,World
7,-1.02171719133537,0.381916532286643,-1.64991398465978,-0.393520398010953,-0.120765490896395,0.651276340407841,-1.19201974156391,0.950488759771123,133,n_OilSpecificRealizedShock_EventOnset,inv_USA,U.S. inventory,gpr_plus_poisson_event_residual_level_lp,World
8,-0.343162419714657,0.411425136848217,-1.01989654827845,0.333571708849138,0.735683244836567,0.757017807768378,-0.509500241938102,1.98086673161124,132,n_OilSpecificRealizedShock_EventOnset,inv_USA,U.S. inventory,gpr_plus_poisson_event_residual_level_lp,World
9,-0.139878289251045,0.379740360909684,-0.7644955991932,0.484739020691109,0.178388300563424,0.702390779349392,-0.976941720386694,1.33371832151354,131,n_OilSpecificRealizedShock_EventOnset,inv_USA,U.S. inventory,gpr_plus_poisson_event_residual_level_lp,World
10,-0.0279181484203404,0.427816802087315,-0.73161416700444,0.67577787016376,0.414959909504192,0.674638577875323,-0.694721802195417,1.5246416212038,130,n_OilSpecificRealizedShock_EventOnset,inv_USA,U.S. inventory,gpr_plus_poisson_event_residual_level_lp,World
11,0.439860750750179,0.268702107327723,-0.00211488505733065,0.881836386557689,0.720047253448664,0.669027737529204,-0.380405447157384,1.82049995405471,129,n_OilSpecificRealizedShock_EventOnset,inv_USA,U.S. inventory,gpr_plus_poisson_event_residual_level_lp,World
12,0.8921720554871,0.352200529160221,0.312853737683682,1.47149037329052,1.59732663241328,0.631541293520988,0.558533645195661,2.6361196196309,128,n_OilSpecificRealizedShock_EventOnset,inv_USA,U.S. inventory,gpr_plus_poisson_event_residual_level_lp,World
0,-0.0866282692077691,0.0946606264265013,-0.242331143914898,0.0690746054993599,-0.223643221720153,0.208706005913807,-0.566934052514034,0.119647609073728,140,n_OilSpecificRealizedShock_EventOnset,WorldCP,World crude-oil production,gpr_plus_poisson_event_residual_level_lp,World
1,-0.339427372365255,0.121748714620201,-0.539686187184972,-0.139168557545538,-0.235341563192378,0.248666835403754,-0.644362109308787,0.173678982924031,139,n_OilSpecificRealizedShock_EventOnset,WorldCP,World crude-oil production,gpr_plus_poisson_event_residual_level_lp,World
2,-0.380056665018142,0.164210678327744,-0.650159194849693,-0.109954135186592,-0.480172602712579,0.261173785124081,-0.909765250438568,-0.0505799549865908,138,n_OilSpecificRealizedShock_EventOnset,WorldCP,World crude-oil production,gpr_plus_poisson_event_residual_level_lp,World
3,-0.0564185107702612,0.241967895545724,-0.454420281364461,0.341583259823938,-0.107141313137545,0.288011803078652,-0.580878572036299,0.366595945761209,137,n_OilSpecificRealizedShock_EventOnset,WorldCP,World crude-oil production,gpr_plus_poisson_event_residual_level_lp,World
4,0.0865625801361087,0.292796190630696,-0.395044295980366,0.568169456252584,0.210157405231669,0.312439476553571,-0.303759800980291,0.724074611443629,136,n_OilSpecificRealizedShock_EventOnset,WorldCP,World crude-oil production,gpr_plus_poisson_event_residual_level_lp,World
5,0.300825389304761,0.254414455410183,-0.117649150425563,0.719299929035085,0.653741712020606,0.464549571500667,-0.110374335561019,1.41785775960223,135,n_OilSpecificRealizedShock_EventOnset,WorldCP,World crude-oil production,gpr_plus_poisson_event_residual_level_lp,World
6,0.640310234672324,0.22467231490647,0.270757162622833,1.00986330672181,1.18325403999592,0.525288685538326,0.319231040391634,2.04727703960021,134,n_OilSpecificRealizedShock_EventOnset,WorldCP,World crude-oil production,gpr_plus_poisson_event_residual_level_lp,World
7,0.610045555481129,0.199733403165488,0.281513342861015,0.938577768101243,1.10620330788836,0.442998400971083,0.377535781317371,1.83487083445935,133,n_OilSpecificRealizedShock_EventOnset,WorldCP,World crude-oil production,gpr_plus_poisson_event_residual_level_lp,World
8,0.479525834053942,0.138589321727129,0.25156668555433,0.707484982553554,0.96692048134015,0.365009874712958,0.366532665045438,1.56730829763486,132,n_OilSpecificRealizedShock_EventOnset,WorldCP,World crude-oil production,gpr_plus_poisson_event_residual_level_lp,World
9,0.499897225053842,0.210146898284934,0.154236337217266,0.845558112890418,0.602789236720552,0.301579665840898,0.106734829547338,1.09884364389377,131,n_OilSpecificRealizedShock_EventOnset,WorldCP,World crude-oil production,gpr_plus_poisson_event_residual_level_lp,World
10,0.506808778264786,0.221038577084367,0.143232673051372,0.8703848834782,0.793302479321812,0.347503813929959,0.22170957059965,1.36489538804397,130,n_OilSpecificRealizedShock_EventOnset,WorldCP,World crude-oil production,gpr_plus_poisson_event_residual_level_lp,World
11,0.535066812138429,0.273387854380433,0.0853838082962923,0.984749815980566,0.819908153974384,0.370249058667901,0.210902646949118,1.42891366099965,129,n_OilSpecificRealizedShock_EventOnset,WorldCP,World crude-oil production,gpr_plus_poisson_event_residual_level_lp,World
12,0.239718255614576,0.354634950717233,-0.343604329316422,0.823040840545574,0.322576120263657,0.411235844533687,-0.353846650150031,0.998998890677344,128,n_OilSpecificRealizedShock_EventOnset,WorldCP,World crude-oil production,gpr_plus_poisson_event_residual_level_lp,World
0,-0.792924952838655,1.2940800629399,-2.92149723793094,1.33564733225363,0.318634770835635,2.03608529306919,-3.03042750825178,3.66769704992305,140,n_StrictSupplyDisruption_EventOnset,Real_Brent,Brent crude oil price,gpr_plus_poisson_event_residual_level_lp,World
1,-2.03663190265689,1.9969223683735,-5.32127690301656,1.24801309770278,0.533098123047408,2.60786789545382,-3.75646284340011,4.82265908949493,139,n_StrictSupplyDisruption_EventOnset,Real_Brent,Brent crude oil price,gpr_plus_poisson_event_residual_level_lp,World
2,-1.31887148652069,1.66270010949477,-4.05376979215578,1.4160268191144,0.748126602431493,2.45880116303536,-3.29624140853972,4.7924946134027,138,n_StrictSupplyDisruption_EventOnset,Real_Brent,Brent crude oil price,gpr_plus_poisson_event_residual_level_lp,World
3,2.34369047749528,2.01825471050523,-0.976043103191137,5.6634240581817,4.11582171476038,3.22984335548944,-1.19679784300154,9.4284412725223,137,n_StrictSupplyDisruption_EventOnset,Real_Brent,Brent crude oil price,gpr_plus_poisson_event_residual_level_lp,World
4,2.89085990695043,2.91121409256545,-1.8976611520381,7.67938096593895,3.27431345805648,4.282459639746,-3.76970581265304,10.318332728766,136,n_StrictSupplyDisruption_EventOnset,Real_Brent,Brent crude oil price,gpr_plus_poisson_event_residual_level_lp,World
5,6.74276654080086,3.51432751757179,0.962212177227542,12.5233209043742,7.67870628435806,3.83327487236803,1.37353020744155,13.9838823612746,135,n_StrictSupplyDisruption_EventOnset,Real_Brent,Brent crude oil price,gpr_plus_poisson_event_residual_level_lp,World
6,7.12190589322043,3.796429245677,0.87733547900397,13.3664763074369,10.0917413544054,4.52400806658677,2.65041027772239,17.5330724310883,134,n_StrictSupplyDisruption_EventOnset,Real_Brent,Brent crude oil price,gpr_plus_poisson_event_residual_level_lp,World
7,8.26772098367458,4.85291618839746,0.285384189897506,16.2500577774516,14.7586866808574,5.14931521835102,6.28881686763635,23.2285564940785,133,n_StrictSupplyDisruption_EventOnset,Real_Brent,Brent crude oil price,gpr_plus_poisson_event_residual_level_lp,World
8,8.07588173854489,4.78002120644605,0.21344652021716,15.9383169568726,14.7735098045039,5.91962053998467,5.03660048913369,24.5104191198741,132,n_StrictSupplyDisruption_EventOnset,Real_Brent,Brent crude oil price,gpr_plus_poisson_event_residual_level_lp,World
9,6.53451380325466,3.73681653016351,0.387997580362996,12.6810300261463,8.4828406197476,5.50510606105829,-0.572253051536668,17.5379342910319,131,n_StrictSupplyDisruption_EventOnset,Real_Brent,Brent crude oil price,gpr_plus_poisson_event_residual_level_lp,World
10,4.18622324689022,2.73157686899595,-0.306820873374516,8.67926736715496,2.74902120335555,5.55501225463296,-6.38816085143735,11.8862032581485,130,n_StrictSupplyDisruption_EventOnset,Real_Brent,Brent crude oil price,gpr_plus_poisson_event_residual_level_lp,World
11,3.41902997752664,1.51482086555758,0.927371382632481,5.9106885724208,2.68563540771919,3.44800314145849,-2.98582506524888,8.35709588068726,129,n_StrictSupplyDisruption_EventOnset,Real_Brent,Brent crude oil price,gpr_plus_poisson_event_residual_level_lp,World
12,2.81703226245867,1.63891677150085,0.121254066583901,5.51281045833343,-3.08319900773789,5.12376730462933,-11.5110462424128,5.34464822693704,128,n_StrictSupplyDisruption_EventOnset,Real_Brent,Brent crude oil price,gpr_plus_poisson_event_residual_level_lp,World
0,-0.377636267485317,1.31919506670163,-2.54751905760598,1.79224652263535,0.114152473195738,2.11894808935636,-3.37120697690396,3.59951192329544,140,n_StrictSupplyDisruption_EventOnset,Real_WTI,WTI crude oil price,gpr_plus_poisson_event_residual_level_lp,World
1,-1.40681382424083,2.09142280823131,-4.84689821584913,2.03327056736748,0.0950116118999063,2.68671416476648,-4.32423992659814,4.51426315039795,139,n_StrictSupplyDisruption_EventOnset,Real_WTI,WTI crude oil price,gpr_plus_poisson_event_residual_level_lp,World
2,-1.12982832957606,1.70249948669948,-3.93019078515672,1.6705341260046,0.867262477846272,2.34079675264991,-2.98300555070616,4.7175305063987,138,n_StrictSupplyDisruption_EventOnset,Real_WTI,WTI crude oil price,gpr_plus_poisson_event_residual_level_lp,World
3,2.71823741853804,1.98913564380869,-0.553599559679129,5.99007439675521,4.10411624818755,2.97584741936737,-0.790717172813044,8.99894966918814,137,n_StrictSupplyDisruption_EventOnset,Real_WTI,WTI crude oil price,gpr_plus_poisson_event_residual_level_lp,World
4,3.40503504021383,2.85216397009291,-1.28635721065379,8.09642729108146,3.07051910306674,4.00593202736841,-3.51865272147124,9.65969092760473,136,n_StrictSupplyDisruption_EventOnset,Real_WTI,WTI crude oil price,gpr_plus_poisson_event_residual_level_lp,World
5,6.80408101436805,3.33493781674839,1.31859645083184,12.2895655779043,6.97837876230082,3.45162934177186,1.30095372059525,12.6558038040064,135,n_StrictSupplyDisruption_EventOnset,Real_WTI,WTI crude oil price,gpr_plus_poisson_event_residual_level_lp,World
6,7.72641377109834,3.44595992946317,2.05831408279141,13.3945134594053,9.55570761384814,3.87944925145016,3.17458144202617,15.9368337856701,134,n_StrictSupplyDisruption_EventOnset,Real_WTI,WTI crude oil price,gpr_plus_poisson_event_residual_level_lp,World
7,8.42452173492247,4.30195499142158,1.3484354643007,15.5006080055442,14.6204426860847,4.93652327724108,6.50058446898437,22.7403009031851,133,n_StrictSupplyDisruption_EventOnset,Real_WTI,WTI crude oil price,gpr_plus_poisson_event_residual_level_lp,World
8,8.10113834619943,4.5024239528577,0.695309977268253,15.5069667151306,14.6331834441638,5.43387309701696,5.69525757214146,23.5711093161862,132,n_StrictSupplyDisruption_EventOnset,Real_WTI,WTI crude oil price,gpr_plus_poisson_event_residual_level_lp,World
9,6.759739839252,3.47470045473522,1.04436619371084,12.4751134847932,8.14931985373152,5.05634177388348,-0.167622252146963,16.46626195961,131,n_StrictSupplyDisruption_EventOnset,Real_WTI,WTI crude oil price,gpr_plus_poisson_event_residual_level_lp,World
10,4.416146323308,2.40395875154879,0.461986051781247,8.37030659483476,1.82282697331636,4.86977807833123,-6.18724516127553,9.83289910790826,130,n_StrictSupplyDisruption_EventOnset,Real_WTI,WTI crude oil price,gpr_plus_poisson_event_residual_level_lp,World
11,3.8992487586532,1.48018298346729,1.46456440974517,6.33393310756123,1.83659547587106,2.93426670957157,-2.98984376381071,6.66303471555282,129,n_StrictSupplyDisruption_EventOnset,Real_WTI,WTI crude oil price,gpr_plus_poisson_event_residual_level_lp,World
12,3.11466492406868,1.8040267155928,0.147305037808505,6.08202481032885,-2.75287705793227,4.83444277877775,-10.7048277968942,5.19907368102967,128,n_StrictSupplyDisruption_EventOnset,Real_WTI,WTI crude oil price,gpr_plus_poisson_event_residual_level_lp,World
0,-0.350697568474742,1.01285540025214,-2.01669644715686,1.31530131020738,-0.724253089338557,1.48136552847964,-3.16088255169918,1.71237637302206,140,n_StrictSupplyDisruption_EventOnset,Real_Gasoline,Gasoline price,gpr_plus_poisson_event_residual_level_lp,World
1,-1.03249392721123,1.75291832235644,-3.91578798748892,1.85080013306645,-2.04478447424528,1.65800578073144,-4.7719612961879,0.682392347697343,139,n_StrictSupplyDisruption_EventOnset,Real_Gasoline,Gasoline price,gpr_plus_poisson_event_residual_level_lp,World
2,-1.58082675624934,1.29607823691331,-3.71268574504906,0.551032232550383,-0.892432221067033,1.1575856753407,-2.79649121765825,1.01162677552418,138,n_StrictSupplyDisruption_EventOnset,Real_Gasoline,Gasoline price,gpr_plus_poisson_event_residual_level_lp,World
3,0.503646085767099,1.20944763718193,-1.48571824685948,2.49301041839368,2.57760185026437,1.36767445782708,0.3279775578186,4.82722614271014,137,n_StrictSupplyDisruption_EventOnset,Real_Gasoline,Gasoline price,gpr_plus_poisson_event_residual_level_lp,World
4,1.39111703674274,1.91276935416365,-1.75510857297496,4.53734264646044,1.10515087069412,2.08722840554985,-2.32803434245069,4.53833608383893,136,n_StrictSupplyDisruption_EventOnset,Real_Gasoline,Gasoline price,gpr_plus_poisson_event_residual_level_lp,World
5,3.0091428030143,1.98573466621033,-0.257100064865033,6.27538567089363,1.19914044162347,1.7245622437885,-1.63751201997561,4.03579290322255,135,n_StrictSupplyDisruption_EventOnset,Real_Gasoline,Gasoline price,gpr_plus_poisson_event_residual_level_lp,World
6,3.37401617518895,1.74482248838332,0.504038576785153,6.24399377359275,3.7067584745831,1.66040923231795,0.975628326581215,6.43788862258498,134,n_StrictSupplyDisruption_EventOnset,Real_Gasoline,Gasoline price,gpr_plus_poisson_event_residual_level_lp,World
7,4.04289549261979,1.98481150516408,0.778171089535638,7.30761989570395,7.16172269916605,2.38767157797032,3.23435244417261,11.0890929541595,133,n_StrictSupplyDisruption_EventOnset,Real_Gasoline,Gasoline price,gpr_plus_poisson_event_residual_level_lp,World
8,4.20486953987728,2.29338977073969,0.432579057462694,7.97716002229187,8.00069203538318,2.59018969478176,3.74020912142907,12.2611749493373,132,n_StrictSupplyDisruption_EventOnset,Real_Gasoline,Gasoline price,gpr_plus_poisson_event_residual_level_lp,World
9,3.08236088320807,2.21816100852771,-0.566189296831065,6.7309110632472,2.59826403052097,2.95069431029365,-2.2551962077906,7.45172426883255,131,n_StrictSupplyDisruption_EventOnset,Real_Gasoline,Gasoline price,gpr_plus_poisson_event_residual_level_lp,World
10,2.16969388884189,1.23609626166015,0.13649646958904,4.20289130809474,0.796534034587637,2.45756192846106,-3.24579561689939,4.83886368607466,130,n_StrictSupplyDisruption_EventOnset,Real_Gasoline,Gasoline price,gpr_plus_poisson_event_residual_level_lp,World
11,1.57363296995479,1.01646975576625,-0.0983109945038028,3.24557693441339,1.30320019945152,1.41691677120423,-1.02742049075213,3.63382088965518,129,n_StrictSupplyDisruption_EventOnset,Real_Gasoline,Gasoline price,gpr_plus_poisson_event_residual_level_lp,World
12,1.83012896530731,0.89534697479833,0.35741424643025,3.30284368418437,0.204019906467068,2.69773739502961,-4.23336323231,4.64140304524414,128,n_StrictSupplyDisruption_EventOnset,Real_Gasoline,Gasoline price,gpr_plus_poisson_event_residual_level_lp,World
0,0.0504258975775097,0.138942723517903,-0.178114545139428,0.278966340294448,-0.121180155815117,0.210440254023554,-0.467323570902349,0.224963259272116,140,n_StrictSupplyDisruption_EventOnset,inv_OECD,OECD inventory,gpr_plus_poisson_event_residual_level_lp,World
1,-0.101217713926509,0.215502391556089,-0.455687604294259,0.25325217644124,-0.284167519850838,0.345309981096265,-0.852151894679574,0.283816854977898,139,n_StrictSupplyDisruption_EventOnset,inv_OECD,OECD inventory,gpr_plus_poisson_event_residual_level_lp,World
2,-0.176815418992969,0.16939643510102,-0.455447759661532,0.101816921675594,-0.246692893013638,0.236453553536746,-0.63562437815412,0.142238592126843,138,n_StrictSupplyDisruption_EventOnset,inv_OECD,OECD inventory,gpr_plus_poisson_event_residual_level_lp,World
3,-0.410362704099446,0.179281818200265,-0.705255053012606,-0.115470355186286,-0.16149088240645,0.250599090012603,-0.573689704524418,0.250707939711519,137,n_StrictSupplyDisruption_EventOnset,inv_OECD,OECD inventory,gpr_plus_poisson_event_residual_level_lp,World
4,-0.612388955904905,0.20703374092026,-0.952929155558925,-0.271848756250884,-0.226408823273245,0.369153218326117,-0.833611833337768,0.380794186791278,136,n_StrictSupplyDisruption_EventOnset,inv_OECD,OECD inventory,gpr_plus_poisson_event_residual_level_lp,World
5,-0.901529837665672,0.238133461578955,-1.29322452564233,-0.50983514968902,-1.06270928895853,0.439958526676696,-1.78637666727092,-0.339041910646142,135,n_StrictSupplyDisruption_EventOnset,inv_OECD,OECD inventory,gpr_plus_poisson_event_residual_level_lp,World
6,-0.975672773952675,0.246871404646916,-1.38174009927676,-0.56960544862859,-1.41646417370139,0.417578388934373,-2.10331950127665,-0.729608846126134,134,n_StrictSupplyDisruption_EventOnset,inv_OECD,OECD inventory,gpr_plus_poisson_event_residual_level_lp,World
7,-0.962255463961217,0.314553952776448,-1.47965067405748,-0.444860253864954,-1.82111935135203,0.527204827076822,-2.68829412331566,-0.953944579388391,133,n_StrictSupplyDisruption_EventOnset,inv_OECD,OECD inventory,gpr_plus_poisson_event_residual_level_lp,World
8,-0.807969138474107,0.329867596813133,-1.35055305150595,-0.26538522544226,-2.03040552511894,0.664183116556203,-3.12288953334634,-0.937921516891532,132,n_StrictSupplyDisruption_EventOnset,inv_OECD,OECD inventory,gpr_plus_poisson_event_residual_level_lp,World
9,-0.634330987967515,0.262384601172105,-1.06591525086167,-0.202746725073362,-1.96898342613334,0.528498852608267,-2.83828668068574,-1.09968017158094,131,n_StrictSupplyDisruption_EventOnset,inv_OECD,OECD inventory,gpr_plus_poisson_event_residual_level_lp,World
10,-0.486715336532991,0.25088733411637,-0.899388278010487,-0.0740423950554945,-1.3700025171556,0.457875927735235,-2.12314139758467,-0.616863636726525,130,n_StrictSupplyDisruption_EventOnset,inv_OECD,OECD inventory,gpr_plus_poisson_event_residual_level_lp,World
11,-0.103149131730368,0.167462096469877,-0.378599768485743,0.172301505025006,-0.563522016172768,0.47125342855108,-1.33866492733833,0.211620894992793,129,n_StrictSupplyDisruption_EventOnset,inv_OECD,OECD inventory,gpr_plus_poisson_event_residual_level_lp,World
12,0.237866758096337,0.221582794541454,-0.126604505175217,0.60233802136789,0.0987198269139166,0.434380861044561,-0.615773107853533,0.813212761681366,128,n_StrictSupplyDisruption_EventOnset,inv_OECD,OECD inventory,gpr_plus_poisson_event_residual_level_lp,World
0,-0.309237551004782,0.21061447152106,-0.655667528374665,0.0371924263651003,-0.184122092596006,0.364396471970812,-0.783500951165516,0.415256765973505,140,n_StrictSupplyDisruption_EventOnset,inv_USA,U.S. inventory,gpr_plus_poisson_event_residual_level_lp,World
1,-0.294690636121092,0.312802028288723,-0.809204186869575,0.219822914627392,-0.825241257503983,0.578100309145817,-1.77613164774425,0.125649132736282,139,n_StrictSupplyDisruption_EventOnset,inv_USA,U.S. inventory,gpr_plus_poisson_event_residual_level_lp,World
2,-0.56612745557008,0.328896632784494,-1.10711427489778,-0.0251406362423789,-0.796946601675004,0.438354955878841,-1.51797634074447,-0.0759168626055398,138,n_StrictSupplyDisruption_EventOnset,inv_USA,U.S. inventory,gpr_plus_poisson_event_residual_level_lp,World
