h,beta_gpr,se_gpr,lb_gpr,ub_gpr,beta_event,se_event,lb_event,ub_event,nobs,impulse,outcome,outcome_label,specification,gpr_test_series
8,3.66985047874288,3.72421980532361,-2.45594597560817,9.79564693309393,-1.99159360214534,5.14542265796501,-10.4550607232974,6.47187351900668,132,n_OilSpecificRealizedShock_EventOnset,Real_Brent,Brent crude oil price,gpr_plus_poisson_event_residual_level_lp,World
9,4.39787554845091,3.18138531974601,-0.835037633463477,9.6307887303653,0.35542802771512,5.1880668483648,-8.17818254468441,8.88903860011465,131,n_OilSpecificRealizedShock_EventOnset,Real_Brent,Brent crude oil price,gpr_plus_poisson_event_residual_level_lp,World
10,2.40102773423466,2.39987131729507,-1.54640930623494,6.34846477470426,-3.65494824361088,4.64645658302474,-11.2976892066717,3.9877927194499,130,n_OilSpecificRealizedShock_EventOnset,Real_Brent,Brent crude oil price,gpr_plus_poisson_event_residual_level_lp,World
11,2.56811613786609,1.90087910098507,-0.55855174578545,5.69478402151763,-1.00167522885548,3.20253108756961,-6.26937010366919,4.26601964595823,129,n_OilSpecificRealizedShock_EventOnset,Real_Brent,Brent crude oil price,gpr_plus_poisson_event_residual_level_lp,World
12,3.23994673709827,2.17328320750556,-0.334786029159974,6.81467950335652,-1.86489695725109,3.28777762695329,-7.27280991155511,3.54301599705294,128,n_OilSpecificRealizedShock_EventOnset,Real_Brent,Brent crude oil price,gpr_plus_poisson_event_residual_level_lp,World
0,-0.158980877362413,1.36947860242752,-2.41157272359776,2.09361096887293,1.30051158786772,2.07235189630325,-2.10820394508644,4.70922712082188,140,n_OilSpecificRealizedShock_EventOnset,Real_WTI,WTI crude oil price,gpr_plus_poisson_event_residual_level_lp,World
1,-1.2951441836938,2.0502815395508,-4.66755721029559,2.07726884290799,0.398896669196019,2.35090859176963,-3.46800385460763,4.26579719299967,139,n_OilSpecificRealizedShock_EventOnset,Real_WTI,WTI crude oil price,gpr_plus_poisson_event_residual_level_lp,World
2,-0.867046800660684,1.79288416648791,-3.81607882461219,2.08198522329083,2.1690161275162,2.54944206016261,-2.0244428918449,6.3624751468773,138,n_OilSpecificRealizedShock_EventOnset,Real_WTI,WTI crude oil price,gpr_plus_poisson_event_residual_level_lp,World
3,3.07958572403163,2.20770551481188,-0.551766699247466,6.71093814731072,4.25233168827795,3.39049572559421,-1.32453750312915,9.82920087968506,137,n_OilSpecificRealizedShock_EventOnset,Real_WTI,WTI crude oil price,gpr_plus_poisson_event_residual_level_lp,World
4,4.15465370153462,3.16041699397067,-1.0437696536771,9.35307705674635,4.41875457305538,3.47451838859871,-1.29631960034078,10.1338287464516,136,n_OilSpecificRealizedShock_EventOnset,Real_WTI,WTI crude oil price,gpr_plus_poisson_event_residual_level_lp,World
5,6.18639169273476,3.40530162281836,0.585168967578251,11.7876144178913,4.38888795704552,3.3149192129461,-1.06366893342001,9.84144484751104,135,n_OilSpecificRealizedShock_EventOnset,Real_WTI,WTI crude oil price,gpr_plus_poisson_event_residual_level_lp,World
6,5.4022886364485,3.08884111475741,0.321597125762946,10.4829801471341,0.0421808881994359,3.1474110519405,-5.13484959609205,5.21921137249092,134,n_OilSpecificRealizedShock_EventOnset,Real_WTI,WTI crude oil price,gpr_plus_poisson_event_residual_level_lp,World
7,4.50514893755905,3.41099608327912,-1.10544034153987,10.115738216658,0.469588292027913,3.724128266259,-5.65605759396071,6.59523417801653,133,n_OilSpecificRealizedShock_EventOnset,Real_WTI,WTI crude oil price,gpr_plus_poisson_event_residual_level_lp,World
8,3.86688016814802,3.47149590131325,-1.84322245607425,9.57698279237029,-1.38381764484848,4.69666568463087,-9.10914523079208,6.34150994109512,132,n_OilSpecificRealizedShock_EventOnset,Real_WTI,WTI crude oil price,gpr_plus_poisson_event_residual_level_lp,World
9,4.63030281554729,2.94722594758911,-0.217452473790144,9.47805810488473,0.265855973778055,4.74409702493123,-7.53748922428977,8.06920117184588,131,n_OilSpecificRealizedShock_EventOnset,Real_WTI,WTI crude oil price,gpr_plus_poisson_event_residual_level_lp,World
10,2.59879074433157,2.20734816281541,-1.03197388722002,6.22955537588316,-4.45301931087087,4.2155600789749,-11.3869985964046,2.48095997466284,130,n_OilSpecificRealizedShock_EventOnset,Real_WTI,WTI crude oil price,gpr_plus_poisson_event_residual_level_lp,World
11,3.16705136158535,1.96839819611744,-0.0706755505831667,6.40477827375386,-1.17390678294518,3.02588375262324,-6.15104264818104,3.80322908229069,129,n_OilSpecificRealizedShock_EventOnset,Real_WTI,WTI crude oil price,gpr_plus_poisson_event_residual_level_lp,World
12,3.57123759768322,2.2685223951295,-0.16014969176618,7.30262488713262,-1.32246348684563,3.21930793336588,-6.61775381731614,3.97282684362489,128,n_OilSpecificRealizedShock_EventOnset,Real_WTI,WTI crude oil price,gpr_plus_poisson_event_residual_level_lp,World
