Quarter,World_with_oil,GPT_with_oil,GPA_with_oil,World_without_oil,GPT_without_oil,GPA_without_oil
2009Q3,0.0023923362770392,-0.07985323397312,-0.0324718735624891,-0.0483071381758664,-0.0994647399887499,-0.0961344082613127
2009Q4,0.369018894515108,0.320808798972226,0.533333004277094,0.350887080594069,0.288139293379618,0.543847362639141
2010Q1,-0.027007497034468,0.0209496968989044,0.0318466499264023,-0.0795975233532873,-0.0328109773674973,3.25734441798587e-05
2010Q2,0.497746718422119,0.912660020277233,-0.0774935740219514,0.473310887672304,0.847200799825177,-0.0433034875483197
2010Q3,-0.520587978105378,-0.903568215985659,-0.013254424910991,-0.528731111810856,-0.963279298731287,0.0548162950523796
2010Q4,0.340018309384458,0.552453706160391,0.199622025324665,0.316897105451347,0.521736425992575,0.206356279380106
2011Q1,0.88060090858715,0.843296008149415,0.904304174683113,0.855826795045922,0.798529176159138,0.902270344265355
2011Q2,-0.158621692244741,-0.904232245237779,0.507310492943204,-0.165311038275537,-0.892800538255476,0.507110007042394
2011Q3,-0.437567084493639,-0.952712455122063,-0.0742593571936298,-0.352572222968207,-0.968685226143296,0.129616405327337
2011Q4,-0.181568364144053,0.607576417322816,-0.711638468186703,-0.115664532545939,0.695761388396387,-0.645773820557516
2012Q1,0.0583886728896332,0.397192409717113,-0.364001551110737,0.0682221183358166,0.436695334823633,-0.350782096476268
2012Q2,-0.267433227809323,-0.578219269700719,-0.0877511716775945,-0.244484561196313,-0.554162958535889,-0.0193141828959998
2012Q3,-0.669323941194884,-0.574165048464699,-0.33050880383767,-0.57177617581556,-0.57142335930491,-0.116090539543596
2012Q4,-0.130947597933338,-0.378033725784295,0.125490300516869,-0.0548317451183427,-0.345401562071414,0.259574061223648
2013Q1,-0.0744490441957282,-0.0282556700537824,0.0799196236357865,-0.0340480926011789,0.0641760364780093,0.0899882411113918
2013Q2,0.00191065198066265,-0.131399195241875,0.0823665294387994,0.0405081851655416,-0.0781409963721534,0.135077102868174
2013Q3,-0.0956767645313844,-0.150221826192666,-0.106409106103482,-0.0164692045279324,-0.177071232740777,0.10527076471659
2013Q4,-0.951581670058968,-0.52677332981382,-1.2995759398498,-0.920642326907608,-0.588867032326057,-1.13755707621991
2014Q1,0.385731429655732,0.679759731018625,-0.128628608766499,0.362264450006251,0.714119236180993,-0.168996466004689
2014Q2,-0.0617306128917955,0.0268081685809741,0.00071896664148717,-0.0610963181473623,0.0231833840703661,0.035509268338223
2014Q3,1.36010598381696,1.77376169560083,0.852053048017723,1.42699436032057,1.73866327092501,1.0280208278477
2014Q4,-1.59744496215586,-1.79630880298004,-1.018246191437,-1.56634710912267,-1.8687455872885,-0.870842399412612
2015Q1,0.66249794639899,0.322439937965378,0.815432122825005,0.662546995906203,0.32590002475065,0.826664742771108
2015Q2,-0.687557939187691,-0.561954983532708,-0.642240822816409,-0.741547402341759,-0.486391928901564,-0.852299509220632
2015Q3,-0.285708562874707,-0.162611558511768,-0.514121277554465,-0.260526328409353,-0.138913810743433,-0.484482674486425
2015Q4,1.20124733800588,-0.0560817648283514,2.12471021856001,1.3090895170425,-0.0280493701797288,2.28041229862754
2016Q1,-0.500597090591063,-0.271572478400501,-0.494692795771583,-0.524294508279907,-0.220788602885193,-0.62847791921978
2016Q2,-0.937081058397749,-1.10500025922589,-0.387353607662961,-0.974289714465582,-1.04992003390457,-0.543768564124808
2016Q3,0.587753888428653,-0.108571826769865,0.782536994474808,0.586924208322584,-0.0941469702850167,0.769318436824674
2016Q4,-0.803285246773925,-0.623095710688311,-0.558295077605074,-0.846509161260562,-0.593384798489875,-0.702154812520701
2017Q1,0.301456974921195,0.488976438189134,0.0147510874401063,0.238966141428745,0.519601314949792,-0.13801323815138
2017Q2,0.542716950535997,0.272777063712454,0.608047560723962,0.486810560782754,0.316603287026184,0.45741611972599
2017Q3,0.107615912947007,0.896526431734388,-0.791934352954208,0.0983437823812251,0.931828413610266,-0.854760946920953
2017Q4,-1.10217662454772,-0.954793297400553,-0.890991227129059,-1.1195923535591,-0.900254463316236,-0.974900712028372
2018Q1,-0.283155698449055,-0.132463597784015,-0.658864190958875,-0.340950768416507,-0.0448563169465194,-0.835332639951428
2018Q2,0.920854696021714,1.44121347329898,-0.0143922936029217,0.849579535738942,1.48537301257948,-0.20638644401095
2018Q3,-0.747803687206256,-0.912240228467466,-0.405496637244839,-0.790502656024869,-0.87576739525237,-0.505869454032807
2018Q4,-0.684398095391396,-0.53717577444003,-0.790368018217863,-0.725892170959115,-0.505620835135851,-0.872360811880169
2019Q1,-0.113071686097848,0.0177278403747962,-0.242436851996286,-0.170882000051458,0.124397607378674,-0.45203602508069
2019Q2,0.0860022990620054,0.0408973890682827,-0.245549618459653,-0.0295532881736815,0.171629251246491,-0.590113721058091
2019Q3,-0.301807736852877,-0.247030197808951,-0.232679749450943,-0.317183769839073,-0.156840245929111,-0.337021071098967
2019Q4,-0.900429585944009,-1.15516945557359,-0.350256954247854,-0.922182108447535,-1.0971972948862,-0.433167932035619
2020Q1,0.424281857667107,0.756711755537944,-0.027279724532961,0.384114423700839,0.842716593247378,-0.19053589592446
2020Q2,-0.879127412864735,-0.875757773294791,-0.792560591604905,-0.904265159091832,-0.81302181189628,-0.931511338430565
2020Q3,-0.358658370124554,-0.0310434305505397,-1.05447424796757,-0.344375398508838,0.0794463053372326,-1.15243714502378
2020Q4,-0.320622126576621,-0.194264380509274,-0.106216160632675,-0.365322449288858,-0.129304876963907,-0.265293217919565
2021Q1,-0.185263074686982,-0.219652265380663,-0.177421457250499,-0.269421306430306,-0.132155255685628,-0.434628579921521
2021Q2,0.169935448570281,0.333290339580015,0.142950439327762,0.101565973551853,0.394248610975036,-0.0524013024736913
2021Q3,-0.793337372101938,-1.12022954320994,0.0446049383321796,-0.785940433148114,-1.11499256021325,0.0731659383586735
2021Q4,0.155245077984764,1.08373154044784,-1.37679178167404,0.212280799961119,1.08155374050497,-1.25626584630889
2022Q1,3.69776151553196,4.28630494769665,2.53557553692263,3.77848315637377,4.27062584554227,2.6962933628766
2022Q2,-0.565375643977711,-0.896095215913792,0.610876387449088,-0.552004597075765,-0.920837433621116,0.668518567967463
2022Q3,-0.55139328075509,-0.0114169265890881,-0.905519942145651,-0.414251226893815,-0.0902909911797942,-0.554141490766344
2022Q4,0.268483753626182,0.74087146281191,-0.275605885197044,0.387718861938645,0.677895983944419,0.0115759873037757
2023Q1,-0.720558290306267,-0.922960562297399,-0.581730835977379,-0.678799848250498,-0.95530766688751,-0.470509094516621
2023Q2,-0.257280815206797,-0.307307067320857,-0.217042550990507,-0.237135006898679,-0.312554768031563,-0.179296539307502
2023Q3,-0.379150524706936,-0.0214142417786735,-0.752478075757191,-0.295811717717029,-0.0491828125781089,-0.562450230545809
2023Q4,1.88196038844388,1.21853789915833,2.45962466361071,1.97307038554069,1.1915054001383,2.65256504889762
2024Q1,0.185260344258411,-0.282362650176573,0.583928790116274,0.182809731001784,-0.273080602740166,0.543661184546224
2024Q2,0.101205292630611,0.394587226871864,-0.0759300108680781,0.0638072985103905,0.428054944999872,-0.187259442508657
2024Q3,0.0074307522506549,-0.248661842587967,-0.00965938807961493,0.0455054842114676,-0.285693541497877,0.11244842882053
2024Q4,0.437578222283727,0.288009967460843,0.422805101440649,0.447770864857809,0.290970299622314,0.42852873607816
2025Q1,0.50910559201783,0.804612767448441,0.224367015046252,0.467812958794748,0.836101460834855,0.0843395994243793
2025Q2,1.31328742482227,1.86798858828238,0.796978291026268,1.2741812544309,1.91166324936381,0.663946605038061
2025Q3,-0.495135101277786,-0.458034461362865,-0.488656876260666,-0.479775679163624,-0.448255126513787,-0.487572394115219
2025Q4,0.107756146568888,0.0431752454418832,0.142906092810137,0.119091640728633,0.0630042420949348,0.129282067219781
