variant,shock,outcome,horizon,beta,se,lb,ub,nobs
with_oil,World,Indu_Prod,10,-0.00115768475807361,0.00343892019991943,-0.00681420512170777,0.00449883560556055,140
with_oil,World,Indu_Prod,11,-0.00316981484596841,0.00389527621159843,-0.00957697405059388,0.00323734435865706,139
with_oil,World,Indu_Prod,12,-0.00315254619034972,0.00370979432158215,-0.0092546148354481,0.00294952245474866,138
with_oil,GPT,Real_Brent,0,2.66365078971291,1.54133607302583,0.128378559645227,5.19892301978059,150
with_oil,GPT,Real_Brent,1,2.86510345163783,2.10084005985656,-0.590470940462179,6.32067784373783,149
with_oil,GPT,Real_Brent,2,1.27662539750411,1.64670820218294,-1.43196856138725,3.98521935639546,148
with_oil,GPT,Real_Brent,3,1.90269992520459,1.7736801136178,-1.01474424273134,4.82014409314052,147
with_oil,GPT,Real_Brent,4,2.90067787157933,1.82233253302213,-0.0967924048737823,5.89814814803245,146
with_oil,GPT,Real_Brent,5,4.82988694234381,1.86439829432917,1.76322464583433,7.89654923885329,145
with_oil,GPT,Real_Brent,6,5.17079696227753,2.11556470653669,1.69100268168013,8.65059124287494,144
with_oil,GPT,Real_Brent,7,7.15981274456796,2.18910490647161,3.55905559938088,10.760569889755,143
with_oil,GPT,Real_Brent,8,5.10252390518672,2.35603770405933,1.2271867424303,8.97786106794313,142
with_oil,GPT,Real_Brent,9,5.22764968216471,2.27323582160195,1.48850949608673,8.96678986824269,141
with_oil,GPT,Real_Brent,10,4.28562317581583,2.16835571011729,0.718995421508463,7.85225093012319,140
with_oil,GPT,Real_Brent,11,3.3573403700376,2.35778455996529,-0.520870114991494,7.23555085506669,139
with_oil,GPT,Real_Brent,12,2.94631606618793,2.20812734508671,-0.685730206148671,6.57836233852453,138
with_oil,GPT,Real_WTI,0,2.40187978158517,1.39017385453803,0.115247274855179,4.68851228831517,153
with_oil,GPT,Real_WTI,1,2.99938801859964,1.9272272090273,-0.170618646128474,6.16939468332775,152
with_oil,GPT,Real_WTI,2,1.2487792204857,1.5304796166067,-1.26863572786513,3.76619416883654,151
with_oil,GPT,Real_WTI,3,1.83702805129186,1.65273847673866,-0.88148482657397,4.55554092915769,150
with_oil,GPT,Real_WTI,4,2.76996085055639,1.71587643774931,-0.0524047314761305,5.59232643258891,149
with_oil,GPT,Real_WTI,5,4.49794427277636,1.77990782948336,1.57025642381132,7.42563212174139,148
with_oil,GPT,Real_WTI,6,4.91185335176944,1.98397948829372,1.64849749465218,8.17520920888669,147
with_oil,GPT,Real_WTI,7,6.4915721473605,2.04505139530966,3.12776194248324,9.85538235223775,146
with_oil,GPT,Real_WTI,8,4.35644615351378,2.21199292718333,0.718041564445274,7.99485074258229,145
with_oil,GPT,Real_WTI,9,4.69847900404603,2.02836842076221,1.36210985036147,8.03484815773058,144
with_oil,GPT,Real_WTI,10,3.55595722446275,2.04061511794761,0.199444046494612,6.91247040243089,143
with_oil,GPT,Real_WTI,11,3.02870305551665,2.18434493345279,-0.56422463078624,6.62163074181954,142
with_oil,GPT,Real_WTI,12,2.66383638354255,1.9440631838892,-0.533862995500424,5.86153576258553,141
with_oil,GPT,Real_Gasoline,0,0.590654462300146,0.644460001930049,-0.469387909299648,1.65069683389994,153
with_oil,GPT,Real_Gasoline,1,1.11487927114953,1.04649083186987,-0.606444969223096,2.83620351152215,152
with_oil,GPT,Real_Gasoline,2,0.306516937181345,0.751704806324624,-0.929927439898567,1.54296131426126,151
with_oil,GPT,Real_Gasoline,3,0.114881838169835,0.923148351543583,-1.4035620760809,1.63332575242057,150
with_oil,GPT,Real_Gasoline,4,0.770745687164257,0.98029937121089,-0.841703289070222,2.38319466339874,149
with_oil,GPT,Real_Gasoline,5,1.75656650683018,0.862784004863987,0.337413107153935,3.17571990650643,148
with_oil,GPT,Real_Gasoline,6,1.98209270683493,1.13818695375758,0.109941767797928,3.85424364587193,147
with_oil,GPT,Real_Gasoline,7,3.10952297821283,1.19302500152858,1.14717147740476,5.07187447902091,146
with_oil,GPT,Real_Gasoline,8,2.24136569490164,1.41328829183833,-0.0832866778566852,4.56601806765996,145
with_oil,GPT,Real_Gasoline,9,2.38739900590459,1.26773099590253,0.302167079295502,4.47263093251367,144
with_oil,GPT,Real_Gasoline,10,2.34109320476166,1.19302791781232,0.378736907093699,4.30344950242963,143
with_oil,GPT,Real_Gasoline,11,1.14097366970475,1.41960623889719,-1.19407080118823,3.47601814059772,142
with_oil,GPT,Real_Gasoline,12,1.0511272437557,1.26445123751712,-1.02870996037761,3.13096444788902,141
with_oil,GPT,Headline_Pi,0,0.0164882475560761,0.0387128116390307,-0.0471886610778727,0.080165156190025,150
with_oil,GPT,Headline_Pi,1,0.0230024588687268,0.0702911487167568,-0.092616192040616,0.13862110977807,149
with_oil,GPT,Headline_Pi,2,-0.0123066736044364,0.0808211484054588,-0.145245632693539,0.120632285484666,148
with_oil,GPT,Headline_Pi,3,-0.025648697823793,0.0983047643749643,-0.187345646052563,0.136048250404977,147
with_oil,GPT,Headline_Pi,4,-0.0193116916304448,0.108605070158295,-0.197951135185636,0.159327751924747,146
with_oil,GPT,Headline_Pi,5,0.00902895288661727,0.117438368770778,-0.184139973929262,0.202197879702497,145
with_oil,GPT,Headline_Pi,6,-0.0403251274989832,0.13483730532406,-0.262112758209626,0.18146250321166,144
with_oil,GPT,Headline_Pi,7,0.0519261427985938,0.14721981457835,-0.190228903169728,0.294081188766916,143
with_oil,GPT,Headline_Pi,8,0.0217303923913568,0.172439292699052,-0.261907003633625,0.305367788416338,142
with_oil,GPT,Headline_Pi,9,-0.0252455639788438,0.180224454463921,-0.321688411569174,0.271197283611487,141
with_oil,GPT,Headline_Pi,10,-0.057245902446183,0.159675780305507,-0.319889188818003,0.205397383925637,140
with_oil,GPT,Headline_Pi,11,-0.0864564210551681,0.162093879711766,-0.353077127005702,0.180164284895366,139
with_oil,GPT,Headline_Pi,12,-0.088614893060222,0.169501503445938,-0.367420055777001,0.190190269656557,138
with_oil,GPT,Core_Pi,0,0.0148409106733595,0.0161536024622586,-0.0117294009250188,0.0414112222717378,150
with_oil,GPT,Core_Pi,1,-0.0214966337548421,0.0243855871280902,-0.0616073551878224,0.0186140876781383,149
with_oil,GPT,Core_Pi,2,-0.0216927158878379,0.0396437306494175,-0.0869008500324195,0.0435154182567438,148
with_oil,GPT,Core_Pi,3,-0.030713917276829,0.0534630513757021,-0.118652811240045,0.0572249766863875,147
with_oil,GPT,Core_Pi,4,-0.0704371406154187,0.0671177894827689,-0.180836080079117,0.0399617988482792,146
with_oil,GPT,Core_Pi,5,-0.0599311542729317,0.0781246106704543,-0.1884347034884,0.0685723949425367,145
with_oil,GPT,Core_Pi,6,-0.0930448996689521,0.0900237228349109,-0.241120746685629,0.0550309473477252,144
with_oil,GPT,Core_Pi,7,-0.0756413490747302,0.0967467676654495,-0.234775620765076,0.0834929226156159,143
with_oil,GPT,Core_Pi,8,-0.0819190004810565,0.110822083481065,-0.264205106441205,0.100367105479092,142
with_oil,GPT,Core_Pi,9,-0.0834352566766279,0.120358609653501,-0.281407552300026,0.114537038946771,141
with_oil,GPT,Core_Pi,10,-0.093573730802747,0.129864241363679,-0.307181399221096,0.120033937615602,140
with_oil,GPT,Core_Pi,11,-0.112660761169142,0.136048107197743,-0.336439983733232,0.111118461394949,139
with_oil,GPT,Core_Pi,12,-0.132699746950411,0.136211506302718,-0.35674773712496,0.0913482432241385,138
with_oil,GPT,Indu_Prod,0,0.000122154753210639,0.00102000315738005,-0.0015556011397079,0.00179991064612917,150
with_oil,GPT,Indu_Prod,1,-0.0019212115139436,0.00139875957000586,-0.00422196626590083,0.000379543238013624,149
with_oil,GPT,Indu_Prod,2,-0.000436759515337681,0.0022296483146256,-0.00410420463247584,0.00323068560180048,148
with_oil,GPT,Indu_Prod,3,0.000708356160341527,0.00251947474873952,-0.00343581101813533,0.00485252333881838,147
with_oil,GPT,Indu_Prod,4,0.000573564714088848,0.00261034830616661,-0.00372007616491594,0.00486720559309364,146
with_oil,GPT,Indu_Prod,5,0.000166901560064782,0.0027412488952346,-0.00434205162763857,0.00467585474776814,145
with_oil,GPT,Indu_Prod,6,-0.000799534681014252,0.00281041546182696,-0.00542225674664082,0.00382318738461232,144
with_oil,GPT,Indu_Prod,7,-0.00215579524781732,0.00283473959688569,-0.00681852695521771,0.00250693645958306,143
with_oil,GPT,Indu_Prod,8,-0.00512352073315713,0.0030989172267942,-0.010220785973272,-2.62554930422878e-05,142
with_oil,GPT,Indu_Prod,9,-0.00400444602492723,0.00304487919078093,-0.00901282660551231,0.00100393455565784,141
with_oil,GPT,Indu_Prod,10,-0.00427417065850322,0.00376343639932594,-0.0104644726697357,0.00191613135272924,140
with_oil,GPT,Indu_Prod,11,-0.00707261782186465,0.00472190599636686,-0.0148394620261126,0.00069422638238328,139
with_oil,GPT,Indu_Prod,12,-0.00577594999273457,0.00448651633980585,-0.0131556126666413,0.00160371268117213,138
with_oil,GPA,Real_Brent,0,-0.748353404042494,1.23206112983233,-2.77491362207313,1.27820681398814,150
with_oil,GPA,Real_Brent,1,-1.30979505465145,1.57251560026075,-3.89635304317812,1.27676293387522,149
with_oil,GPA,Real_Brent,2,-2.04779979593489,1.53212779087557,-4.56792574970971,0.472326157839932,148
with_oil,GPA,Real_Brent,3,-1.10578936411614,1.42132948958932,-3.44366833016022,1.23208960192794,147
with_oil,GPA,Real_Brent,4,-0.15152816109546,1.68536392159157,-2.92370512025852,2.6206487980676,146
with_oil,GPA,Real_Brent,5,1.93255560291694,1.69228249791895,-0.851001401611547,4.71611260744543,145
with_oil,GPA,Real_Brent,6,0.0506471399544708,1.60356730713813,-2.58698636125248,2.68828064116143,144
with_oil,GPA,Real_Brent,7,0.569792328724954,1.62337868793108,-2.1004279940342,3.24001265148411,143
with_oil,GPA,Real_Brent,8,2.4916989073767,1.88557674038856,-0.609798832946753,5.59319664770016,142
with_oil,GPA,Real_Brent,9,3.82083947310883,1.74538356815763,0.949938980603245,6.69173996561441,141
with_oil,GPA,Real_Brent,10,1.93639465583441,1.61664165047005,-0.722744226422063,4.59553353809089,140
with_oil,GPA,Real_Brent,11,2.75997999384583,1.91599185610053,-0.391546159870612,5.91150614756227,139
with_oil,GPA,Real_Brent,12,3.20264332536534,2.42176209896293,-0.780800846727451,7.18608749745813,138
with_oil,GPA,Real_WTI,0,-0.708799549686946,1.17824954991516,-2.64684759531884,1.22924849594495,153
with_oil,GPA,Real_WTI,1,-1.21060922342261,1.3829674683896,-3.48538827975915,1.06416983291392,152
with_oil,GPA,Real_WTI,2,-1.88039284344872,1.36706975954086,-4.12902249572518,0.368236808827742,151
